city,longitude,latitude,state
Landmark,34.6112,-92.3196,AR
Lavaca,35.3362,-94.17326,AR
Leachville,35.93591,-90.25788,AR
Leola,34.16954,-92.59099,AR
Lepanto,35.61119,-90.32982,AR
Lewisville,33.35846,-93.57768,AR
Lincoln,35.94953,-94.42355,AR
Little Flock,36.38591,-94.1352,AR
Little Rock,34.74648,-92.28959,AR
Lockesburg,33.96734,-94.16853,AR
London,35.32897,-93.25296,AR
Lonoke,34.78398,-91.89986,AR
Lowell,36.25535,-94.13076,AR
Luxora,35.75619,-89.92814,AR
Madison,35.01315,-90.72261,AR
Magazine,35.15092,-93.80687,AR
Magnolia,33.26707,-93.23933,AR
Malvern,34.36231,-92.81295,AR
Mammoth Spring,36.49562,-91.5407,AR
Manila,35.88007,-90.16704,AR
Mansfield,35.05954,-94.25271,AR
Marianna,34.77371,-90.75761,AR
Marion,35.21453,-90.19648,AR
Marked Tree,35.53286,-90.42066,AR
Marmaduke,36.18701,-90.38316,AR
Marshall,35.90896,-92.63127,AR
Marvell,34.55566,-90.91289,AR
Maumelle,34.86676,-92.40432,AR
Mayflower,34.95703,-92.42738,AR
McAlmont,34.80842,-92.18181,AR
McCrory,35.2562,-91.20012,AR
McGehee,33.629,-91.39956,AR
McRae,35.11286,-91.82236,AR
Melbourne,36.05951,-91.90848,AR
Mena,34.58622,-94.23966,AR
Midway,36.38534,-92.46183,AR
Mineral Springs,33.87512,-93.9138,AR
Monette,35.89063,-90.34427,AR
Monticello,33.629,-91.79096,AR
Morrilton,35.15092,-92.74405,AR
Mount Ida,34.55676,-93.63408,AR
Mountain Pine,34.57203,-93.17324,AR
Mountain View,35.86841,-92.11765,AR
Mountainburg,35.63564,-94.16743,AR
Mountain Home,36.33534,-92.38516,AR
Mulberry,35.50064,-94.05159,AR
Murfreesboro,34.06233,-93.6899,AR
Nashville,33.94567,-93.84713,AR
Newark,35.70174,-91.44152,AR
Newport,35.6048,-91.2818,AR
Norphlet,33.31596,-92.66293,AR
North Crossett,33.16568,-91.94152,AR
North Little Rock,34.76954,-92.26709,AR
Oak Grove Heights,36.1209,-90.51066,AR
Ola,35.03231,-93.22323,AR
Oppelo,35.1012,-92.76767,AR
Osceola,35.70508,-89.96953,AR
Oxford,36.22118,-91.92932,AR
Ozark,35.48703,-93.8277,AR
Palestine,34.97232,-90.90262,AR
Pangburn,35.42675,-91.83681,AR
Paragould,36.0584,-90.49733,AR
Paris,35.29203,-93.72992,AR
Parkin,35.26342,-90.57122,AR
Pea Ridge,33.92066,-91.33679,AR
Pea Ridge,36.45396,-94.1152,AR
Perryville,35.00481,-92.80267,AR
Piggott,36.38284,-90.19065,AR
Pine Bluff,34.22843,-92.0032,AR
Piney,34.50314,-93.12602,AR
Plainview,34.98954,-93.2974,AR
Plumerville,35.16008,-92.64072,AR
Pocahontas,36.26146,-90.97123,AR
Pottsville,35.24814,-93.04906,AR
Prairie Creek,36.34202,-94.06187,AR
Prairie Grove,35.97591,-94.31771,AR
Prescott,33.80261,-93.38101,AR
Quitman,35.38425,-92.21571,AR
Rector,36.26312,-90.2926,AR
Redfield,34.4451,-92.1832,AR
Rison,33.95843,-92.19015,AR
Rockport,34.38759,-92.82545,AR
Rockwell,34.46426,-93.13379,AR
Rogers,36.33202,-94.11854,AR
Roland,34.90064,-92.49821,AR
Russellville,35.27842,-93.13379,AR
Salem,36.37118,-91.82265,AR
Salem,34.62898,-92.55822,AR
Searcy,35.25064,-91.73625,AR
Shannon Hills,34.62009,-92.39543,AR
Sheridan,34.30704,-92.40127,AR
Siloam Springs,36.18814,-94.5405,AR
Smackover,33.36485,-92.72488,AR
Southside,35.69841,-91.62347,AR
Springdale,36.18674,-94.12881,AR
Stamps,33.3654,-93.49518,AR
Star City,33.94288,-91.84347,AR
Stephens,33.41123,-93.06961,AR
Strong,33.10763,-92.33486,AR
Stuttgart,34.50037,-91.55263,AR
Subiaco,35.29287,-93.63464,AR
Sulphur Springs,36.48341,-94.45855,AR
Sulphur Springs,34.18065,-92.12348,AR
Summit,36.25229,-92.69072,AR
Sweet Home,34.68648,-92.24237,AR
Swifton,35.82174,-91.12846,AR
Taylor,33.10041,-93.46101,AR
Texarkana,33.44179,-94.03769,AR
Tontitown,36.17786,-94.23354,AR
Traskwood,34.44926,-92.65405,AR
Trumann,35.67369,-90.50733,AR
Tuckerman,35.73063,-91.19846,AR
Tumbling Shoals,35.54202,-91.96737,AR
Turrell,35.37981,-90.25787,AR
Tyronza,35.49008,-90.35871,AR
Van Buren,35.43676,-94.34827,AR
Vilonia,35.08398,-92.20793,AR
Waldo,33.35151,-93.29573,AR
Waldron,34.89843,-94.09076,AR
Walnut Ridge,36.0684,-90.95595,AR
Ward,35.03036,-91.95042,AR
Warren,33.61261,-92.06458,AR
Weiner,35.62036,-90.89845,AR
West Crossett,33.14096,-91.99402,AR
West Fork,35.92425,-94.18854,AR
West Helena,34.55066,-90.64177,AR
West Memphis,35.14648,-90.18454,AR
White Hall,34.27399,-92.09098,AR
Wickes,34.30317,-94.33827,AR
Wilmar,33.629,-91.93152,AR
Wilmot,33.05735,-91.57345,AR
Wilson,35.56814,-90.04203,AR
Wilson,35.21036,-92.92961,AR
Wooster,35.20203,-92.45599,AR
Wrightsville,34.60232,-92.21681,AR
Wynne,35.22453,-90.78678,AR
Yellville,36.22618,-92.68489,AR
Sherwood,34.81509,-92.22432,AR
Helena-West Helena,34.5291,-90.59,AR
Hot Springs National Park,34.5317,-93.06377,AR
Little Rock Air Force Base,34.89149,-92.15955,AR
Marble Falls,36.08425,-93.14998,AR
Pelsor,35.7942,-93.04185,AR
Holbrook,34.90225,-110.15818,AZ
York,32.89368,-109.20284,AZ
Bisbee,31.44815,-109.92841,AZ
Black Canyon City,34.07087,-112.15071,AZ
Blackwater,33.03117,-111.58263,AZ
Bluewater,34.16863,-114.26495,AZ
Bouse,33.93252,-114.00577,AZ
Brenda,33.67975,-113.94466,AZ
Buckeye,33.37032,-112.58378,AZ
Bullhead City,35.14778,-114.5683,AZ
Burnside,35.75112,-109.62455,AZ
Bylas,33.13428,-110.12004,AZ
Cactus Flat,32.7584,-109.71619,AZ
Cactus Forest,32.96006,-111.31984,AZ
Cameron,35.87583,-111.41292,AZ
Camp Verde,34.56364,-111.85432,AZ
Canyon Day,33.78477,-110.02649,AZ
Carefree,33.82226,-111.9182,AZ
Casa Blanca,33.12033,-111.88819,AZ
Casa Grande,32.8795,-111.75735,AZ
Casas Adobes,32.32341,-110.9951,AZ
Catalina,32.50556,-110.92111,AZ
Catalina Foothills,32.29785,-110.9187,AZ
Cave Creek,33.83333,-111.95083,AZ
Central,32.86757,-109.79286,AZ
Chandler,33.30616,-111.84125,AZ
Chilchinbito,36.52722,-110.08235,AZ
Chinle,36.15445,-109.55261,AZ
Chino Valley,34.75752,-112.45378,AZ
Cibecue,34.04477,-110.48539,AZ
Cienega Springs,34.18863,-114.22467,AZ
Citrus Park,33.54865,-112.44433,AZ
Clarkdale,34.77113,-112.05794,AZ
Claypool,33.41117,-110.84261,AZ
Clifton,33.0509,-109.29618,AZ
Colorado City,36.99026,-112.97577,AZ
Congress,34.16253,-112.85074,AZ
Coolidge,32.97784,-111.51762,AZ
Cordes Lakes,34.30781,-112.10349,AZ
Cornville,34.7178,-111.92154,AZ
Corona de Tucson,31.96536,-110.77564,AZ
Cottonwood,34.73919,-112.00988,AZ
Deer Valley,33.68393,-112.13488,AZ
Dennehotso,36.84584,-109.8465,AZ
Desert Hills,34.5539,-114.37246,AZ
Dilkon,35.38529,-110.32068,AZ
Dolan Springs,35.59194,-114.27329,AZ
Douglas,31.34455,-109.54534,AZ
Drexel Heights,32.14119,-111.02843,AZ
Dudleyville,32.97201,-110.77649,AZ
Duncan,32.72146,-109.10534,AZ
Eagar,34.11124,-109.29238,AZ
East Fork,33.79811,-109.93038,AZ
East Sahuarita,31.94286,-110.92842,AZ
Ehrenberg,33.60419,-114.52523,AZ
El Mirage,33.61309,-112.3246,AZ
Eloy,32.7559,-111.55484,AZ
First Mesa,35.83667,-110.38152,AZ
Flagstaff,35.19807,-111.65127,AZ
Florence,33.03145,-111.38734,AZ
Flowing Wells,32.29396,-111.00982,AZ
Fort Defiance,35.74446,-109.07648,AZ
Fortuna Foothills,32.65783,-114.41189,AZ
Fountain Hills,33.61171,-111.71736,AZ
Fredonia,36.94554,-112.52659,AZ
Ganado,35.7114,-109.54205,AZ
Gila Bend,32.94782,-112.71683,AZ
Gila Crossing,33.27671,-112.16682,AZ
Gilbert,33.35283,-111.78903,AZ
Gisela,34.10171,-111.27986,AZ
Glendale,33.53865,-112.18599,AZ
Globe,33.39422,-110.7865,AZ
Gold Camp,33.29367,-111.30429,AZ
Golden Valley,35.22333,-114.22301,AZ
Goodyear,33.43532,-112.35821,AZ
Grand Canyon,36.05443,-112.13934,AZ
Grand Canyon Village,36.04637,-112.15406,AZ
Greasewood,35.52251,-109.85734,AZ
Green Valley,31.85425,-110.9937,AZ
Guadalupe,33.37088,-111.96292,AZ
Hayden,33.00479,-110.78538,AZ
Hotevilla-Bacavi,35.92778,-110.67292,AZ
Houck,35.28308,-109.20704,AZ
Huachuca City,31.62787,-110.33397,AZ
Joseph City,34.95586,-110.33401,AZ
Kachina Village,35.09696,-111.69266,AZ
Kaibito,36.59722,-111.07431,AZ
Kayenta,36.72778,-110.25458,AZ
Kearny,33.05701,-110.91067,AZ
Kingman,35.18944,-114.05301,AZ
Komatke,33.29338,-112.17543,AZ
Kykotsmovi Village,35.87417,-110.62347,AZ
La Paz Valley,33.57697,-114.24189,AZ
Lake Havasu City,34.4839,-114.32245,AZ
Lake Montezuma,34.63224,-111.77793,AZ
Lake of the Woods,34.16393,-109.98955,AZ
Laveen,33.36282,-112.16932,AZ
LeChee,35.03224,-110.75291,AZ
Leupp,35.29807,-111.00625,AZ
Linden,34.28504,-110.15706,AZ
Litchfield Park,33.49337,-112.35794,AZ
Littletown,32.13036,-110.87287,AZ
Low Mountain,35.94028,-110.11346,AZ
Lukachukai,36.41695,-109.22871,AZ
Mammoth,32.72257,-110.64065,AZ
Many Farms,36.35278,-109.61789,AZ
Marana,32.43674,-111.22538,AZ
Maricopa,33.05811,-112.04764,AZ
Maryvale,33.50199,-112.17765,AZ
Mayer,34.39781,-112.23627,AZ
McNary,34.07366,-109.85705,AZ
Meadview,36.00221,-114.06829,AZ
Mesa,33.42227,-111.82264,AZ
Mesa del Caballo,34.28559,-111.29514,AZ
Mescal,31.99008,-110.43535,AZ
Miami,33.39922,-110.86872,AZ
Miracle Valley,31.37927,-110.15341,AZ
Moenkopi,36.1111,-111.22236,AZ
Mohave Valley,34.93306,-114.58885,AZ
Morenci,33.07867,-109.36535,AZ
Mountainaire,35.08529,-111.66599,AZ
Munds Park,34.94557,-111.64016,AZ
Naco,31.33538,-109.94813,AZ
New River,33.91587,-112.13599,AZ
Nogales,31.34038,-110.93425,AZ
Oracle,32.61091,-110.77093,AZ
Oro Valley,32.39091,-110.96649,AZ
Page,36.91472,-111.45583,AZ
Paradise Valley,33.53115,-111.94265,AZ
Parker,34.15002,-114.28912,AZ
Parks,35.26057,-111.94877,AZ
Patagonia,31.53954,-110.7562,AZ
Paulden,34.88558,-112.46823,AZ
Payson,34.23087,-111.32514,AZ
Peach Springs,35.52916,-113.42549,AZ
Peoria,33.5806,-112.23738,AZ
Peridot,33.31034,-110.45538,AZ
Phoenix,33.44838,-112.07404,AZ
Picture Rocks,32.34591,-111.24621,AZ
Pima,32.89656,-109.82835,AZ
Pimaco Two,31.95064,-110.45258,AZ
Pine,34.38447,-111.45514,AZ
Pinetop-Lakeside,34.14254,-109.96038,AZ
Pinon,36.10083,-110.22596,AZ
Pirtleville,31.35716,-109.56352,AZ
Prescott,34.54002,-112.4685,AZ
Prescott Valley,34.61002,-112.31572,AZ
Quartzsite,33.66391,-114.22995,AZ
Queen Creek,33.24866,-111.6343,AZ
Queen Valley,33.29867,-111.28957,AZ
Rio Verde,33.72254,-111.67569,AZ
Rio Rico,31.47148,-110.97648,AZ
Rock Point,36.71806,-109.62594,AZ
Round Rock,36.51306,-109.47344,AZ
Sacaton,33.07672,-111.7393,AZ
Safford,32.83395,-109.70758,AZ
Sahuarita,31.95758,-110.95565,AZ
Saint David,31.90425,-110.21424,AZ
Saint Johns,34.50587,-109.36093,AZ
Saint Michaels,35.64474,-109.09565,AZ
Salome,33.78114,-113.61465,AZ
San Carlos,33.34562,-110.45504,AZ
San Carlos,33.34588,-111.8507,AZ
San Jose,32.82007,-109.59202,AZ
San Luis,32.487,-114.78218,AZ
San Manuel,32.59979,-110.63093,AZ
Sanders,35.21641,-109.33371,AZ
Santa Rosa,32.32368,-112.04125,AZ
Santan,33.17589,-111.7993,AZ
Sawmill,35.90251,-109.16593,AZ
Scottsdale,33.50921,-111.89903,AZ
Second Mesa,35.79334,-110.50513,AZ
Sedona,34.86974,-111.76099,AZ
Sells,31.91202,-111.88123,AZ
Sevenmile,33.78533,-109.95676,AZ
Shongopovi,35.81806,-110.53458,AZ
Shonto,36.59444,-110.64236,AZ
Show Low,34.25421,-110.02983,AZ
Shungopavi,35.80556,-110.52791,AZ
Sierra Vista,31.55454,-110.30369,AZ
Snowflake,34.51337,-110.07845,AZ
Somerton,32.59644,-114.70968,AZ
Sonoita,31.6795,-110.65674,AZ
South Tucson,32.19952,-110.96842,AZ
Spring Valley,34.34503,-112.15905,AZ
Springerville,34.13355,-109.28834,AZ
Stanfield,32.88255,-111.96208,AZ
Star Valley,34.25504,-111.25847,AZ
Strawberry,34.40781,-111.49348,AZ
Summit,32.06702,-110.95148,AZ
Sun City,33.59754,-112.27182,AZ
Sun City West,33.66198,-112.34127,AZ
Sun Lakes,33.21116,-111.87542,AZ
Sun Valley,34.2542,-111.26125,AZ
Superior,33.29395,-111.09623,AZ
Surprise,33.63059,-112.33322,AZ
Swift Trail Junction,32.72979,-109.71397,AZ
Tacna,32.69755,-113.95354,AZ
Tanque Verde,32.25174,-110.73731,AZ
Taylor,34.46504,-110.09123,AZ
Teec Nos Pos,36.92111,-109.08566,AZ
Tempe,33.41477,-111.90931,AZ
Tempe Junction,33.41421,-111.94348,AZ
Thatcher,32.84923,-109.75925,AZ
Three Points,32.07675,-111.31371,AZ
Tolleson,33.45004,-112.25932,AZ
Tombstone,31.71287,-110.06758,AZ
Tonalea,36.32249,-110.96348,AZ
Tonto Basin,33.83171,-111.29457,AZ
Tortolita,32.41035,-111.01732,AZ
Tuba City,36.13499,-111.23986,AZ
Tubac,31.61259,-111.04592,AZ
Tucson,32.22174,-110.92648,AZ
Tucson Estates,32.18758,-111.09093,AZ
Tusayan,35.9736,-112.12656,AZ
Vail,32.04786,-110.71203,AZ
Valle,35.65361,-112.1385,AZ
Vicksburg,33.74447,-113.75216,AZ
Wellton,32.67283,-114.14688,AZ
Wenden,33.82253,-113.54159,AZ
Whetstone,31.95731,-110.34202,AZ
White Cone,35.60529,-110.06818,AZ
White Mountain Lake,34.34865,-109.99789,AZ
Whiteriver,33.83699,-109.96427,AZ
Wickenburg,33.96864,-112.72962,AZ
Wilhoit,34.42586,-112.58684,AZ
Willcox,32.25285,-109.83201,AZ
Williams,35.24946,-112.191,AZ
Williamson,34.69002,-112.54101,AZ
Willow Valley,34.91195,-114.60663,AZ
Window Rock,35.68057,-109.05259,AZ
Winslow,35.02419,-110.69736,AZ
Wittmann,33.77642,-112.5285,AZ
Yarnell,34.22169,-112.7474,AZ
Young,34.10143,-110.96374,AZ
Youngtown,33.59393,-112.30294,AZ
Yuma,32.72532,-114.6244,AZ
Gadsden,32.5545,-114.78496,AZ
West Sedona,34.86724,-111.80543,AZ
Aguila,33.94281,-113.17408,AZ
Ajo,32.37172,-112.86071,AZ
Ak-Chin Village,33.02838,-112.08764,AZ
Alhambra,33.49838,-112.13432,AZ
Anthem,33.86726,-112.14682,AZ
Apache Junction,33.41505,-111.54958,AZ
Arivaca,31.57481,-111.33232,AZ
Arivaca Junction,31.72731,-111.0612,AZ
Arizona City,32.75589,-111.67096,AZ
Arizona Village,34.85306,-114.58441,AZ
Avondale,33.4356,-112.3496,AZ
Avra Valley,32.43785,-111.31539,AZ
Ahwatukee Foothills,33.34171,-111.98403,AZ
Bagdad,34.58113,-113.20464,AZ
Beaver Dam,36.89942,-113.93274,AZ
Benson,31.96786,-110.29452,AZ
Big Park,34.7803,-111.76265,AZ
Dewey-Humboldt,34.53,-112.24222,AZ
Parker Strip,34.21941,-114.19824,AZ
Verde Village,34.7105,-112.01152,AZ
Saddle Brooke,32.53472,-110.87361,AZ
Village of Oak Creek (Big Park),34.7809,-111.76227,AZ
Central Heights-Midland City,33.40372,-110.81541,AZ
Gold Canyon,33.37145,-111.43691,AZ
Heber-Overgaard,34.41414,-110.56956,AZ
LeChee,36.86211,-111.44063,AZ
Sierra Vista Southeast,31.45385,-110.21637,AZ
New Kingman-Butler,35.26504,-114.03226,AZ
Tsaile,36.3033,-109.21566,AZ
Valencia West,32.13238,-111.11414,AZ
Whetstone,31.70105,-110.33987,AZ
San Tan Valley,33.1911,-111.528,AZ
Avenue B and C,32.71904,-114.66005,AZ
Centennial Park,36.95381,-112.98132,AZ
Donovan Estates,32.70935,-114.67822,AZ
El Prado Estates,32.70621,-114.52148,AZ
Golden Shores,34.78188,-114.47775,AZ
Hondah,34.0943,-109.93439,AZ
North Fork,34.00167,-109.96355,AZ
Orange Grove Mobile Manor,32.59843,-114.66053,AZ
Rainbow City,33.87304,-109.97623,AZ
Rancho Mesa Verde,32.59439,-114.65508,AZ
Scenic,36.79359,-114.01275,AZ
Six Shooter Canyon,33.36678,-110.7746,AZ
Valle Vista,35.41088,-113.86271,AZ
Walnut Creek,35.13124,-114.12662,AZ
Encanto,33.47937,-112.07823,AZ
Central City,33.44001,-112.05805,AZ
Fillmore,34.39916,-118.91815,CA
Cool,38.88722,-121.01472,CA
Middletown,38.7524,-122.61499,CA
South Taft,35.13469,-119.45623,CA
Vine Hill,38.00853,-122.09608,CA
Acton,34.46999,-118.19674,CA
Adelanto,34.58277,-117.40922,CA
Agoura,34.14306,-118.73787,CA
Agoura Hills,34.13639,-118.77453,CA
Agua Dulce,34.49638,-118.32563,CA
Aguanga,33.44281,-116.86502,CA
Ahwahnee,37.3655,-119.72627,CA
Alameda,37.77099,-122.26087,CA
Alamo,37.8502,-122.03218,CA
Albany,37.88687,-122.29775,CA
Alhambra,34.09529,-118.12701,CA
Aliso Viejo,33.56504,-117.72712,CA
Allendale,38.44463,-121.94302,CA
Alondra Park,33.88946,-118.33091,CA
Alpaugh,35.88773,-119.48734,CA
Alpine,32.83505,-116.76641,CA
Alta,39.20657,-120.81133,CA
Alta Sierra,35.73126,-118.5539,CA
Alta Sierra,39.14156,-121.05384,CA
Altadena,34.18973,-118.13118,CA
Alum Rock,37.36605,-121.82718,CA
American Canyon,38.17492,-122.2608,CA
Amesti,36.96356,-121.77912,CA
Anaheim,33.83529,-117.9145,CA
Angels Camp,38.06826,-120.53965,CA
Angwin,38.57574,-122.44998,CA
Antelope,38.70824,-121.32995,CA
Antioch,38.00492,-121.80579,CA
Anza,33.55503,-116.67363,CA
Apple Valley,34.50083,-117.18588,CA
Aptos,36.97717,-121.8994,CA
Arbuckle,39.0174,-122.05775,CA
Arcadia,34.13973,-118.03534,CA
Armona,36.31578,-119.70846,CA
Arnold,38.25547,-120.35103,CA
Aromas,36.88856,-121.643,CA
Arroyo Grande,35.11859,-120.59073,CA
Artesia,33.86585,-118.08312,CA
Arvin,35.20913,-118.82843,CA
Ashland,37.69465,-122.11385,CA
Atascadero,35.48942,-120.67073,CA
Atherton,37.46133,-122.19774,CA
Atwater,37.34772,-120.60908,CA
Auberry,37.08078,-119.48541,CA
Auburn,38.89657,-121.07689,CA
Auburn Lake Trails,38.91434,-120.95244,CA
August,37.97881,-121.26217,CA
Avalon,33.34281,-118.32785,CA
Avenal,36.00412,-120.12903,CA
Avery,38.20436,-120.36992,CA
Avila Beach,35.17998,-120.73184,CA
Avocado Heights,34.03612,-117.99118,CA
Azusa,34.13362,-117.90756,CA
Baker,35.26498,-116.07446,CA
Bakersfield,35.37329,-119.01871,CA
Baldwin Park,34.08529,-117.9609,CA
Bangor,39.3885,-121.40524,CA
Banning,33.92557,-116.87641,CA
Barstow,34.89859,-117.02282,CA
Barstow Heights,34.86971,-117.05615,CA
Bass Lake,37.32467,-119.56625,CA
Bay Point,38.02909,-121.96163,CA
Bear Valley Springs,35.15913,-118.62842,CA
Beaumont,33.92946,-116.97725,CA
Bell,33.97751,-118.18702,CA
Bell Gardens,33.96529,-118.15146,CA
Bellflower,33.88168,-118.11701,CA
Belmont,37.52021,-122.2758,CA
Belvedere,34.04057,-118.16924,CA
Belvedere,37.8727,-122.46442,CA
Ben Lomond,37.08911,-122.08635,CA
Benicia,38.04937,-122.15858,CA
Berkeley,37.87159,-122.27275,CA
Bermuda Dunes,33.7428,-116.28918,CA
Berry Creek,39.64516,-121.4033,CA
Bethel Island,38.01492,-121.64051,CA
Beverly Hills,34.07362,-118.40036,CA
Big Bear City,34.26112,-116.84503,CA
Big Bear Lake,34.2439,-116.91142,CA
Big Pine,37.16493,-118.28955,CA
Big River,34.14002,-114.36134,CA
Big Sur,36.27024,-121.80745,CA
Biggs,39.41239,-121.71275,CA
Biola,36.80217,-120.01627,CA
Bishop,37.36354,-118.39511,CA
Blackhawk,37.82076,-121.90774,CA
Bloomington,34.07029,-117.39588,CA
Blythe,33.6103,-114.59635,CA
Bodega Bay,38.33325,-123.04806,CA
Bodfish,35.58801,-118.49203,CA
Bolinas,37.90937,-122.68637,CA
Bonita,32.65783,-117.03003,CA
Bonny Doon,37.04162,-122.15052,CA
Bonsall,33.28892,-117.22559,CA
Boonville,39.00907,-123.36612,CA
Bootjack,37.46494,-119.88656,CA
Boron,34.99942,-117.64978,CA
Boronda,36.69885,-121.67495,CA
Borrego Springs,33.25587,-116.37501,CA
Bostonia,32.80755,-116.93642,CA
Boulder Creek,37.12606,-122.12219,CA
Boyle Heights,34.0339,-118.20535,CA
Boyes Hot Springs,38.3138,-122.48193,CA
Bradbury,34.14695,-117.9709,CA
Brawley,32.97866,-115.53027,CA
Brea,33.91668,-117.90006,CA
Brentwood,37.93187,-121.69579,CA
Bridgeport,38.25575,-119.23127,CA
Brisbane,37.68077,-122.39997,CA
Broadmoor,37.6866,-122.48275,CA
Brookdale,37.10634,-122.10608,CA
Brooktrails,39.44377,-123.38529,CA
Buellton,34.6136,-120.19265,CA
Buena Park,33.86751,-117.99812,CA
Buena Vista,37.32133,-121.91662,CA
Burbank,34.18084,-118.30897,CA
Burbank,37.32328,-121.93162,CA
Burlingame,37.5841,-122.36608,CA
Buttonwillow,35.40052,-119.46956,CA
Byron,37.86715,-121.63801,CA
Bystrom,37.62076,-120.98577,CA
Cabazon,33.91752,-116.78724,CA
Calabasas,34.15778,-118.63842,CA
Calexico,32.67895,-115.49888,CA
California City,35.1258,-117.9859,CA
Calipatria,33.1256,-115.51415,CA
Calistoga,38.5788,-122.57971,CA
Calimesa,34.0039,-117.06198,CA
Callender,35.05303,-120.59628,CA
Calpella,39.2335,-123.20389,CA
Calwa,36.71051,-119.75848,CA
Camanche Village,38.26992,-120.97327,CA
Camarillo,34.21639,-119.0376,CA
Cambria,35.56414,-121.08075,CA
Cambrian Park,37.25689,-121.93079,CA
Cameron Park,38.66879,-120.98716,CA
Camino,38.73824,-120.67493,CA
Camp Meeker,38.42519,-122.95944,CA
Campbell,37.28717,-121.94996,CA
Campo,32.60645,-116.46891,CA
Canoga Park,34.20112,-118.59814,CA
Canyon Country,34.42333,-118.47203,CA
Canyon Lake,33.68502,-117.27309,CA
Capitola,36.97523,-121.95329,CA
Carlsbad,33.15809,-117.35059,CA
Carmel Valley Village,36.50605,-121.76594,CA
Carmel-by-the-Sea,36.55524,-121.92329,CA
Carmichael,38.61713,-121.32828,CA
Carnelian Bay,39.22685,-120.08186,CA
Carpinteria,34.39888,-119.51846,CA
Carson,33.83141,-118.28202,CA
Caruthers,36.54273,-119.8332,CA
Casa Conejo,34.18362,-118.94343,CA
Caspar,39.3635,-123.81585,CA
Castaic,34.48888,-118.62287,CA
Castro Valley,37.6941,-122.08635,CA
Castroville,36.76579,-121.758,CA
Cathedral City,33.77974,-116.46529,CA
Catheys Valley,37.43244,-120.09796,CA
Cayucos,35.44275,-120.89213,CA
Cedar Ridge,38.06576,-120.27686,CA
Ceres,37.59493,-120.95771,CA
Century City,34.05557,-118.41786,CA
Cerritos,33.85835,-118.06479,CA
Channel Islands Beach,34.15806,-119.22316,CA
Charter Oak,34.10306,-117.84589,CA
Chatsworth,34.25723,-118.6012,CA
Cherry Valley,33.97252,-116.97725,CA
Cherryland,37.67938,-122.1033,CA
Chico,39.72849,-121.83748,CA
China Lake Acres,35.64051,-117.76395,CA
Chinatown,37.79993,-122.27025,CA
Chinatown,37.7966,-122.40858,CA
Chino,34.01223,-117.68894,CA
Chino Hills,33.9938,-117.75888,CA
Chowchilla,37.123,-120.26018,CA
Chualar,36.57052,-121.51855,CA
Chula Vista,32.64005,-117.0842,CA
Citrus,34.11501,-117.89173,CA
Citrus Heights,38.70712,-121.28106,CA
Claremont,34.09668,-117.71978,CA
Clay,38.33602,-121.15939,CA
Clayton,37.94103,-121.93579,CA
Clear Lake Riviera,38.95406,-122.72082,CA
Clearlake,38.95823,-122.62637,CA
Clearlake Oaks,39.02628,-122.67193,CA
Cleone,39.48989,-123.78557,CA
Cloverdale,38.80546,-123.01722,CA
Clovis,36.82523,-119.70292,CA
Clyde,38.02548,-122.02941,CA
Coachella,33.6803,-116.17389,CA
Coalinga,36.13968,-120.36015,CA
Coarsegold,37.26217,-119.70098,CA
Cobb,38.82213,-122.72305,CA
Cohasset,39.92544,-121.73109,CA
Colfax,39.10073,-120.95328,CA
Collierville,38.21464,-121.26884,CA
Colma,37.67688,-122.45969,CA
Coloma,38.7999,-120.89022,CA
Colton,34.0739,-117.31365,CA
Columbia,38.03631,-120.40131,CA
Colusa,39.21433,-122.00942,CA
Commerce,34.00057,-118.15979,CA
Compton,33.89585,-118.22007,CA
Concow,39.73018,-121.52661,CA
Concord,37.97798,-122.03107,CA
Copperopolis,37.98104,-120.64187,CA
Corcoran,36.09801,-119.5604,CA
Corning,39.92766,-122.17916,CA
Corona,33.87529,-117.56644,CA
Coronado,32.68589,-117.18309,CA
Corralitos,36.98856,-121.80634,CA
